Depth (m),ROP Avg(m/hr),Surface WOB Avg(klb),RPM Surface Avg (rpm),Torque Abs Avg (f-b),SPP Avg (psig),Flow in Pum Avg(gpm),M.wt(ppg),HOB(hr),Rev On Bit (krev),Bit Diameter,TFA(in2),pit volume(bbl),PP(ppg),OVB(ppg)
1923,15.3,11.2,118,2614.6,3416,924,10.65,20,130.3,12.25,0.994,753.81,10.14,15.6
1923.5,14.8,9.4,118,2558.3,3399,924,10.65,20.03333333,130.6,12.25,0.994,735.4,10.19,15.605
1924,14.8,8,118,2533,3396,924,10.65,20.06666667,130.8,12.25,0.994,738.27,10.24,15.61
1924.5,13.7,7.2,118,2552.7,3387,924,10.65,20.1,131.1,12.25,0.994,748.07,10.27,15.61
1925,13.9,7.6,118,2623,3387,924,10.65,20.13333333,131.3,12.25,0.994,749.61,10.3,15.61
1925.5,15.6,8.7,118,2687.4,3395,924,10.65,20.16666667,131.6,12.25,0.994,755.03,10.25,15.61
1926,15.3,8.9,118,2641,3395,924,10.65,20.2,131.8,12.25,0.994,750.57,10.2,15.61
1926.5,15.2,10.8,118,2537.6,3420,924,10.65,20.23333333,132,12.25,0.994,748.17,10.22,15.615
1927,16.2,12.2,118,2547.6,3429,925,10.65,20.26666667,132.2,12.25,0.994,750.01,10.24,15.62
1927.5,16.3,11.4,118,2527.1,3417,924,10.65,20.3,132.5,12.25,0.994,747.18,10.275,15.62
1928,16.3,10,118,2555.5,3406,924,10.65,20.31666667,132.7,12.25,0.994,749.59,10.31,15.62
1928.5,15.9,9.7,118,2583.4,3400,924,10.65,20.35,132.9,12.25,0.994,746.9,10.28,15.625
1929,15.4,10.2,118,2565.6,3399,924,10.65,20.38333333,133.1,12.25,0.994,745.22,10.25,15.63
1929.5,15,11.8,118,2674,3407,924,10.65,20.41666667,133.4,12.25,0.994,745.56,10.245,15.63
1930,14.7,10.3,118,2529.3,3401,924,10.65,20.45,133.6,12.25,0.994,741.06,10.24,15.63
1930.5,12.6,9.1,118,2445.2,3400,924,10.65,20.5,133.9,12.25,0.994,737.31,10.225,15.63
1931,11.8,8.8,118,2504.8,3396,924,10.65,20.53333333,134.2,12.25,0.994,740.03,10.21,15.63
1931.5,11.7,9.6,118,2501.2,3407,924,10.65,20.58333333,134.5,12.25,0.994,740.94,10.23,15.63
1932,12.1,7.6,118,2471.9,3374,923,10.65,20.61666667,134.8,12.25,0.994,743.57,10.25,15.63
1932.5,12.6,5.6,119,2334.3,3329,918,10.65,20.66666667,135.1,12.25,0.994,745.63,10.245,15.635
1933,14.3,5.1,119,2311.3,3290,912,10.65,20.7,135.3,12.25,0.994,742.68,10.24,15.64
1933.5,13,4.4,119,2234.5,3301,911,10.65,20.73333333,135.6,12.25,0.994,731.6,10.235,15.64
1934,14.9,6,118,2366,3324,911,10.65,20.76666667,135.9,12.25,0.994,736.22,10.23,15.64
1934.5,17,8.1,118,2486.8,3331,912,10.65,20.8,136.1,12.25,0.994,737.24,10.23,15.64
1935,20.5,9.2,118,2627.4,3331,912,10.65,20.83333333,136.2,12.25,0.994,739.59,10.23,15.64
1935.5,18.4,7.3,118,2558,3312,912,10.65,20.85,136.4,12.25,0.994,737.53,10.265,15.645
1936,14.7,5.5,118,2442.7,3300,912,10.65,20.88333333,136.7,12.25,0.994,737.43,10.3,15.65
1936.5,17.9,5.2,118,2508,3295,912,10.65,20.91666667,136.9,12.25,0.994,737.84,10.31,15.65
1937,16.4,6.1,118,2536.4,3312,912,10.65,20.95,137.1,12.25,0.994,740.09,10.32,15.65
1937.5,16.8,7.7,118,2616.5,3322,912,10.65,20.98333333,137.3,12.25,0.994,745.63,10.315,15.65
1938,15.5,9.6,118,2607.9,3344,913,10.65,21.01666667,137.6,12.25,0.994,740.87,10.31,15.65
1938.5,16.6,11.2,118,2632.2,3349,913,10.65,21.03333333,137.8,12.25,0.994,738.91,10.31,15.65
1939,15.4,10,118,2571.5,3336,913,10.65,21.06666667,138,12.25,0.994,739.99,10.31,15.65
1939.5,13.7,9.2,118,2472.2,3341,913,10.65,21.11666667,138.3,12.25,0.994,738.58,10.31,15.655
1940,13,9.8,118,2443.6,3348,913,10.65,21.15,138.5,12.25,0.994,736.74,10.31,15.66
1940.5,13.3,11.2,118,2522,3358,913,10.65,21.18333333,138.8,12.25,0.994,737.33,10.315,15.66
1941,12.4,11.5,118,2531.8,3367,913,10.65,21.23333333,139.1,12.25,0.994,738.56,10.32,15.66
1941.5,12.5,11.5,118,2474.8,3366,913,10.65,21.26666667,139.4,12.25,0.994,737.03,10.315,15.66
1942,11.9,13.3,118,2448.1,3381,914,10.65,21.31666667,139.7,12.25,0.994,734.82,10.31,15.66
1942.5,12.7,11.1,118,2476.5,3367,913,10.65,21.35,140,12.25,0.994,729.43,10.3,15.665
1943,13.7,10.1,118,2523.7,3349,913,10.65,21.38333333,140.2,12.25,0.994,735.51,10.29,15.67
1943.5,13,10.2,119,2542.7,3351,913,10.65,21.41666667,140.5,12.25,0.994,738.19,10.28,15.67
1944,12.1,10.7,118,2589.5,3354,913,10.65,21.46666667,140.8,12.25,0.994,739.3,10.27,15.67
1944.5,12.6,12.1,118,2623,3368,913,10.65,21.5,141.1,12.25,0.994,734.33,10.275,15.67
1945,13.1,12.2,119,2678.1,3367,913,10.65,21.55,141.3,12.25,0.994,738.29,10.28,15.67
1945.5,15.9,11.5,118,2753.7,3350,913,10.65,21.56666667,141.6,12.25,0.994,737.94,10.28,15.675
1946,17,10.8,118,2673.3,3345,913,10.65,21.6,141.8,12.25,0.994,738.89,10.28,15.68
1946.5,15.9,10.5,118,2581.2,3342,912,10.65,21.63333333,142,12.25,0.994,741.88,10.29,15.68
1947,16.7,11.6,119,2643.4,3353,913,10.65,21.66666667,142.2,12.25,0.994,741.06,10.3,15.68
1947.5,16.2,11.8,119,2637.4,3353,913,10.65,21.7,142.4,12.25,0.994,740.04,10.275,15.68
1948,14.7,11.6,119,2636.9,3348,913,10.65,21.73333333,142.7,12.25,0.994,738.51,10.25,15.68
1948.5,15.6,12.1,119,2629.8,3354,913,10.65,21.76666667,142.9,12.25,0.994,737.8,10.255,15.68
1949,16,12.4,119,2666.9,3354,913,10.65,21.8,143.1,12.25,0.994,737.05,10.26,15.68
1949.5,15.6,13,119,2637.2,3365,913,10.65,21.83333333,143.4,12.25,0.994,736.86,10.265,15.685
1950,15.8,9.7,118,2672.6,3331,912,10.65,21.85,143.6,12.25,0.994,736.49,10.27,15.69
1950.5,15.8,6.9,118,2563.4,3311,912,10.65,21.88333333,143.8,12.25,0.994,740,10.265,15.69
1951,15,6.3,118,2501.8,3311,912,10.65,21.91666667,144,12.25,0.994,736.33,10.26,15.69
1951.5,15.6,6.9,119,2540.7,3317,912,10.65,21.95,144.3,12.25,0.994,736.69,10.245,15.69
1952,15.2,8.1,118,2693.6,3326,912,10.65,21.98333333,144.5,12.25,0.994,739.34,10.23,15.69
1952.5,14.9,9.8,119,2923.2,3337,912,10.65,22.01666667,144.8,12.25,0.994,734.4,10.225,15.695
1953,15.5,9.2,119,2908,3332,912,10.65,22.05,145,12.25,0.994,724,10.22,15.7
1953.5,13.5,8.5,119,2804.5,3336,912,10.65,22.08333333,145.2,12.25,0.994,734.39,10.235,15.7
1954,12.6,8.6,119,2671.2,3343,913,10.65,22.13333333,145.5,12.25,0.994,739.95,10.25,15.7
1954.5,13.1,9.2,118,2613.6,3344,913,10.65,22.16666667,145.8,12.25,0.994,736.89,10.24,15.7
1955,12.9,9.3,119,2577.2,3346,913,10.65,22.2,146.1,12.25,0.994,737.39,10.23,15.7
1955.5,13,11,119,2622.7,3354,913,10.65,22.25,146.4,12.25,0.994,735.02,10.22,15.7
1956,14.3,7.9,119,2655.9,3320,912,10.65,22.28333333,146.6,12.25,0.994,731.75,10.21,15.7
1956.5,14.7,6.5,119,2630.7,3278,912,10.65,22.31666667,146.8,12.25,0.994,725.89,10.22,15.705
1957,14.7,5.4,119,2575.8,3217,910,10.65,22.35,147.1,12.25,0.994,733.93,10.23,15.71
1957.5,15.3,5.5,119,2606,3178,910,10.65,22.38333333,147.3,12.25,0.994,739.5,10.245,15.71
1958,15.9,6.4,119,2706.3,3166,910,10.65,22.41666667,147.5,12.25,0.994,740.68,10.26,15.71
1958.5,17.5,6.4,119,2735.7,3159,910,10.65,22.45,147.8,12.25,0.994,740.42,10.255,15.71
1959,17.1,6.3,119,2761.1,3159,910,10.65,22.46666667,148,12.25,0.994,739.29,10.25,15.71
1959.5,16.1,6,119,2738.1,3154,909,10.65,22.5,148.2,12.25,0.994,738.37,10.245,15.715
1960,16.3,6,119,2684.3,3153,908,10.65,22.53333333,148.4,12.25,0.994,735.79,10.24,15.72
1960.5,15.8,6.7,119,2685.2,3156,909,10.65,22.56666667,148.6,12.25,0.994,737.77,10.22,15.72
1961,15.2,8.3,119,2762.1,3171,910,10.65,22.6,148.9,12.25,0.994,736.93,10.2,15.72
1961.5,15.2,9.5,119,2854.5,3176,910,10.65,22.63333333,149.1,12.25,0.994,735.71,10.205,15.72
1962,11.7,8.6,119,2660.7,3182,910,10.65,22.68333333,149.4,12.25,0.994,726.75,10.21,15.72
1962.5,10.1,6.4,118,2370.8,3179,911,10.65,22.73333333,149.8,12.25,0.994,679.23,10.21,15.72
1963,13,6.6,120,2412,3151,914,10.65,22.76666667,150.1,12.25,0.994,669.49,10.21,15.72
1963.5,12.8,7.4,120,2513.3,3119,915,10.65,22.81666667,150.4,12.25,0.994,698.53,10.205,15.725
1964,8.2,7.8,120,2562.8,3094,916,10.65,22.86666667,150.8,12.25,0.994,752.21,10.2,15.73
1964.5,15,8.4,120,2628.5,3090,916,10.65,22.9,151,12.25,0.994,745.18,10.195,15.73
1965,16.4,8.3,120,2622.4,3083,916,10.65,22.95,151.4,12.25,0.994,737.16,10.19,15.73
1965.5,15.3,8.5,120,2605.4,3085,916,10.65,23,151.8,12.25,0.994,732.87,10.21,15.73
1966,16.8,8.4,120,2630.8,3080,916,10.65,23.03333333,152,12.25,0.994,736.84,10.23,15.73
1966.5,17.3,8.7,121,2724.1,3078,916,10.65,23.06666667,152.2,12.25,0.994,737.39,10.24,15.735
1967,17.2,9,121,2747.5,3085,916,10.65,23.08333333,152.4,12.25,0.994,735.26,10.25,15.74
1967.5,16.2,9.9,121,2726.3,3102,916,10.65,23.11666667,152.6,12.25,0.994,744.97,10.235,15.74
1968,12.2,8.1,121,2577.4,3102,916,10.65,23.16666667,153,12.25,0.994,748.77,10.22,15.74
1968.5,16.6,9.9,121,2689.5,3107,916,10.65,23.2,153.2,12.25,0.994,749.16,10.215,15.74
1969,17.6,11.6,121,2798.4,3119,916,10.65,23.23333333,153.4,12.25,0.994,753.16,10.21,15.74
1969.5,16.8,11.2,121,2753.1,3120,916,10.65,23.25,153.6,12.25,0.994,752.61,10.205,15.74
1970,17,11,121,2735.6,3120,916,10.65,23.28333333,153.8,12.25,0.994,746.78,10.2,15.74
1970.5,16.9,12,121,2713.2,3138,916,10.65,23.31666667,154,12.25,0.994,745.05,10.2,15.745
1971,16.2,12,121,2724.3,3139,915,10.65,23.35,154.3,12.25,0.994,745.31,10.2,15.75
1971.5,15.3,11.8,121,2702.2,3145,915,10.65,23.38333333,154.5,12.25,0.994,744.64,10.2,15.75
1972,14.2,12,121,2626.5,3142,916,10.65,23.41666667,154.7,12.25,0.994,734.9,10.2,15.75
1972.5,13.5,13.5,121,2619.8,3155,915,10.65,23.45,155,12.25,0.994,746.36,10.195,15.75
1973,12.9,13.3,121,2614.5,3157,915,10.65,23.48333333,155.3,12.25,0.994,759.62,10.19,15.75
1973.5,13.1,14.7,121,2642,3170,915,10.65,23.53333333,155.6,12.25,0.994,740.37,10.185,15.755
1974,13.8,15,121,2699.8,3172,915,10.65,23.56666667,155.8,12.25,0.994,732.37,10.18,15.76
1974.5,13.9,15.5,121,2661.9,3176,915,10.65,23.6,156.1,12.25,0.994,733.89,10.175,15.76
1975,13.8,15.6,121,2747,3182,915,10.65,23.63333333,156.4,12.25,0.994,732.55,10.17,15.76
1975.5,14.2,10.5,121,2776,3138,915,10.65,23.66666667,156.6,12.25,0.994,736.42,10.155,15.76
1976,12.3,7.6,121,2597.4,3122,915,10.65,23.71666667,156.9,12.25,0.994,735.8,10.14,15.76
1976.5,13.1,9.4,121,2609.2,3136,915,10.65,23.75,157.2,12.25,0.994,735.08,10.185,15.76
1977,14,10.4,121,2700.6,3138,915,10.65,23.78333333,157.4,12.25,0.994,735.48,10.23,15.76
1977.5,13.8,10.2,121,2695.2,3143,915,10.65,23.81666667,157.7,12.25,0.994,736.2,10.23,15.765
1978,13.1,9.5,121,2644.7,3144,915,10.65,23.86666667,158,12.25,0.994,737.29,10.23,15.77
1978.5,10.1,11.5,121,2704.6,3164,915,10.65,23.91666667,158.4,12.25,0.994,734.25,10.195,15.77
1979,10.1,9.2,121,2672.5,3203,915,10.65,23.96666667,158.7,12.25,0.994,728.88,10.16,15.77
1979.5,8.9,7.1,121,2505.6,3301,916,10.65,24.01666667,159.1,12.25,0.994,725.87,10.09,15.77
1980,8.7,7.4,121,2474.8,3360,918,10.65,24.08333333,159.6,12.25,0.994,720.92,10.02,15.77
1980.5,7.1,6.4,121,2418,3356,918,10.65,24.15,160.1,12.25,0.994,720.65,10.015,15.775
1981,9.6,5.6,121,2434.9,3328,917,10.65,24.21666667,160.5,12.25,0.994,725.68,10.01,15.78
1981.5,11.3,7.5,121,2568.4,3329,917,10.65,24.25,160.8,12.25,0.994,727.91,10.01,15.78
1982,13.2,9.2,121,2665.6,3320,917,10.65,24.3,161.1,12.25,0.994,729.75,10.01,15.78
1982.5,13.4,9.4,121,2683.9,3298,916,10.65,24.33333333,161.4,12.25,0.994,727.87,9.99,15.78
1983,13.9,8.5,121,2684.2,3264,915,10.65,24.36666667,161.6,12.25,0.994,730.58,9.97,15.78
1983.5,13.9,8.5,121,2695,3242,915,10.65,24.4,161.9,12.25,0.994,728.84,9.97,15.78
1984,13.5,7.8,121,2638.8,3235,914,10.65,24.43333333,162.2,12.25,0.994,730.13,9.97,15.78
1984.5,13.3,8.5,121,2638.2,3242,914,10.65,24.48333333,162.4,12.25,0.994,730.91,10.06,15.785
1985,13.2,8.5,121,2576,3246,914,10.65,24.51666667,162.7,12.25,0.994,727.66,10.15,15.79
1985.5,12.8,9.1,121,2575.5,3264,915,10.65,24.55,163,12.25,0.994,727.07,10.165,15.79
1986,12,10.2,121,2642.5,3288,915,10.65,24.6,163.3,12.25,0.994,727.22,10.18,15.79
1986.5,9.2,9.9,121,2617.5,3348,917,10.65,24.65,163.7,12.25,0.994,718.71,10.135,15.795
1987,7.7,6.4,121,2462.8,3378,918,10.65,24.71666667,164.2,12.25,0.994,723.44,10.09,15.8
1987.5,8,7.4,121,2417.2,3385,918,10.65,24.78333333,164.6,12.25,0.994,722.98,10.07,15.8
1988,10.2,8,120,2547.8,3359,918,10.65,24.83333333,165,12.25,0.994,721.47,10.05,15.8
1988.5,11.8,8.4,120,2610.7,3334,917,10.65,24.86666667,165.3,12.25,0.994,721.36,10.045,15.805
1989,12.6,10,120,2690.8,3315,916,10.65,24.91666667,165.6,12.25,0.994,720.42,10.04,15.81
1989.5,12.2,12.4,120,2726.9,3308,914,10.65,24.95,165.9,12.25,0.994,716.76,10.04,15.81
1990,11.1,10.8,120,2605.3,3268,912,10.65,25,166.2,12.25,0.994,709.19,10.04,15.81
1990.5,11.2,6.9,119,2437.9,3186,902,10.65,25.05,166.5,12.25,0.994,709.74,9.975,15.81
1991,10.1,8,119,2522.4,3159,900,10.65,25.1,166.9,12.25,0.994,708.93,9.91,15.81
1991.5,10,6.8,118,2448.5,3147,900,10.65,25.15,167.2,12.25,0.994,711.56,9.905,15.815
1992,10.9,7,119,2493,3134,900,10.65,25.18333333,167.6,12.25,0.994,707.12,9.9,15.82
1992.5,11.4,7.1,119,2438.6,3155,900,10.65,25.23333333,167.9,12.25,0.994,705.26,9.895,15.82
1993,10.7,7,119,2382.7,3161,900,10.65,25.28333333,168.2,12.25,0.994,703.41,9.89,15.82
1993.5,10.3,7.9,119,2435.9,3171,900,10.65,25.33333333,168.6,12.25,0.994,702.38,9.975,15.82
1994,10.4,8.4,119,2446,3171,900,10.65,25.38333333,168.9,12.25,0.994,702.74,10.06,15.82
1994.5,10,8.1,119,2413.8,3164,900,10.65,25.43333333,169.3,12.25,0.994,705.29,10.025,15.825
1995,8.9,7.8,119,2410.7,3151,900,10.65,25.48333333,169.7,12.25,0.994,705.25,9.99,15.83
1995.5,9,7.9,119,2441.5,3138,900,10.65,25.53333333,170.1,12.25,0.994,702.88,10.03,15.83
1996,9,8.2,119,2467.9,3125,900,10.65,25.6,170.5,12.25,0.994,707.17,10.07,15.83
1996.5,8.2,7.5,119,2391.4,3116,901,10.65,25.65,170.9,12.25,0.994,706.09,10.01,15.83
1997,8,7.2,119,2376.5,3113,901,10.65,25.71666667,171.3,12.25,0.994,705.73,9.95,15.83
1997.5,7.9,6.5,119,2412.8,3105,901,10.65,25.78333333,171.8,12.25,0.994,705.06,9.95,15.835
1998,8.2,6.2,119,2357.3,3100,901,10.65,25.85,172.2,12.25,0.994,705.11,9.95,15.84
1998.5,10.4,7.9,119,2508,3104,901,10.65,25.9,172.6,12.25,0.994,699.8,9.965,15.84
1999,12.7,10.5,119,2767.6,3104,901,10.65,25.93333333,172.9,12.25,0.994,672.45,9.98,15.84
1999.5,12.1,9.3,119,2633.2,3100,901,10.65,25.98333333,173.2,12.25,0.994,699.69,9.98,15.84
2000,12,9.9,119,2587.6,3110,901,10.65,26.01666667,173.5,12.25,0.994,706.35,9.98,15.84
2000.5,12.7,11.3,119,2666.1,3113,901,10.65,26.05,173.7,12.25,0.994,709.05,9.905,15.845
2001,13.4,11.9,119,2757.5,3111,901,10.65,26.1,174,12.25,0.994,708.08,9.83,15.85
2001.5,13.6,11.3,119,2887.9,3096,901,10.65,26.13333333,174.3,12.25,0.994,705.38,9.905,15.85
2002,13.1,10.3,119,2859.4,3090,902,10.65,26.16666667,174.5,12.25,0.994,699.49,9.98,15.85
2002.5,12.9,10.7,119,2913.6,3089,902,10.65,26.21666667,174.8,12.25,0.994,702.22,9.92,15.85
2003,13,10.4,119,2866.5,3085,902,10.65,26.25,175.1,12.25,0.994,698.4,9.86,15.85
2003.5,14.9,11.1,119,2896.2,3082,902,10.65,26.28333333,175.3,12.25,0.994,690.92,9.84,15.855
2004,14.4,13.2,119,3123.5,3075,902,10.65,26.31666667,175.6,12.25,0.994,655.9,9.82,15.86
2004.5,13.7,11.2,119,2943.8,3077,902,10.65,26.35,175.8,12.25,0.994,656.59,9.84,15.86
2005,14.2,9.8,119,2933.2,3076,902,10.65,26.38333333,176.1,12.25,0.994,693.13,9.86,15.86
2005.5,13,10.1,119,2994.7,3077,902,10.65,26.43333333,176.4,12.25,0.994,701.98,9.82,15.86
2006,13.2,10.8,119,2974.5,3080,902,10.65,26.46666667,176.6,12.25,0.994,702.1,9.78,15.86
2006.5,14.1,11,119,3058.2,3073,902,10.65,26.5,176.9,12.25,0.994,699.67,9.78,15.865
2007,14.8,10.6,119,3119.6,3070,902,10.65,26.53333333,177.1,12.25,0.994,699.15,9.78,15.87
2007.5,15.1,10.6,119,3232.6,3067,902,10.65,26.56666667,177.4,12.25,0.994,698.67,9.785,15.87
2008,14.8,9.9,119,3077.2,3058,902,10.65,26.6,177.6,12.25,0.994,697.78,9.79,15.87
2008.5,15.1,10.4,119,3008,3068,903,10.65,26.63333333,177.8,12.25,0.994,697.64,9.825,15.87
2009,14.8,10.7,119,3055.3,3093,907,10.65,26.66666667,178.1,12.25,0.994,700.44,9.86,15.87
2009.5,14.6,11.5,119,3177.3,3095,908,10.65,26.7,178.3,12.25,0.994,700.84,9.86,15.87
2010,13.8,12,119,3041.3,3105,908,10.65,26.73333333,178.5,12.25,0.994,708.55,9.86,15.87
2010.5,12.9,12.2,119,3113.6,3092,908,10.65,26.78333333,178.9,12.25,0.994,711.08,9.86,15.87
2011,12.8,9.2,119,2818.4,3093,908,10.65,26.81666667,179.1,12.25,0.994,710.3,9.86,15.87
2011.5,13.7,8.7,119,2789,3097,908,10.65,26.85,179.4,12.25,0.994,709.73,9.86,15.875
2012,15,9.9,119,2950.5,3101,908,10.65,26.88333333,179.6,12.25,0.994,710.07,9.86,15.88
2012.5,14.7,9.5,119,2985.1,3094,907,10.65,26.91666667,179.9,12.25,0.994,707.98,9.86,15.88
2013,15.1,8.9,119,2848.4,3090,908,10.65,26.95,180.1,12.25,0.994,708.1,9.86,15.88
2013.5,15,9,119,2860.8,3091,908,10.65,26.98333333,180.4,12.25,0.994,700.76,9.86,15.88
2014,14.6,9.3,119,3028.1,3092,908,10.65,27.01666667,180.6,12.25,0.994,702.21,9.86,15.88
2014.5,14.1,9.8,119,2999.2,3099,908,10.65,27.05,180.8,12.25,0.994,699.84,9.86,15.88
2015,15,10.5,119,3046.6,3105,908,10.65,27.08333333,181.1,12.25,0.994,697.63,9.86,15.88
2015.5,14.4,9.6,119,2851.6,3099,908,10.65,27.13333333,181.3,12.25,0.994,698.96,9.86,15.885
2016,14.5,9.2,119,2786.3,3091,908,10.65,27.16666667,181.6,12.25,0.994,701.9,9.86,15.89
2016.5,13.5,10,119,2746.5,3103,908,10.65,27.2,181.8,12.25,0.994,700.54,9.86,15.89
2017,13.4,9.8,119,2732.9,3106,907,10.65,27.23333333,182.1,12.25,0.994,698.18,9.86,15.89
2017.5,13.3,9.6,119,2749.8,3105,907,10.65,27.26666667,182.4,12.25,0.994,702.4,9.86,15.89
2018,12.2,9.1,119,2663.6,3104,902,10.65,27.31666667,182.7,12.25,0.994,699.38,9.86,15.89
2018.5,12.2,9.6,119,2673.3,3117,885,10.65,27.35,183,12.25,0.994,704.16,9.86,15.895
2019,10,8.2,119,2536.1,3166,803,10.65,27.4,183.3,12.25,0.994,703.28,9.86,15.9
2019.5,11.9,9.3,119,2598.5,3202,881,10.65,27.45,183.7,12.25,0.994,702.29,9.795,15.9
2020,14.1,10.2,119,2631.2,3209,884,10.65,27.48333333,183.9,12.25,0.994,703.25,9.73,15.9
2020.5,11.6,10.3,119,2621.2,3218,906,10.65,27.53333333,184.2,12.25,0.994,703.99,9.73,15.9
2021,10.3,9.7,119,2564.9,3230,913,10.65,27.58333333,184.6,12.25,0.994,701.05,9.73,15.9
2021.5,7.8,10.2,119,2572.4,3280,913,10.65,27.65,185.1,12.25,0.994,704.13,9.73,15.9
2022,11.4,11.3,119,2655,3329,911,10.65,27.7,185.4,12.25,0.994,696.68,9.73,15.9
2022.5,12.1,11.8,119,2671.7,3331,908,10.65,27.75,185.7,12.25,0.994,694.73,9.73,15.905
2023,10.4,11.4,119,2538.3,3317,907,10.65,27.78333333,186.1,12.25,0.994,694.4,9.73,15.91
2023.5,9.8,11.4,119,2492,3288,906,10.65,27.85,186.5,12.25,0.994,684.86,9.73,15.91
2024,12.3,11.7,119,2562.1,3269,906,10.65,27.88333333,186.7,12.25,0.994,680.93,9.73,15.91
2024.5,13.5,11.8,119,2600.2,3260,905,10.65,27.91666667,187,12.25,0.994,679.53,9.73,15.91
2025,14.4,13.1,119,2731.5,3266,905,10.65,27.95,187.3,12.25,0.994,680.23,9.73,15.91
2025.5,14.4,14,119,2737.9,3260,905,10.65,27.98333333,187.5,12.25,0.994,682.48,9.715,15.91
2026,15.8,15.5,119,2853.3,3249,905,10.65,28.01666667,187.7,12.25,0.994,691.58,9.7,15.91
2026.5,16.1,17.1,119,2963.6,3243,905,10.65,28.05,188,12.25,0.994,693.01,9.7,15.915
2027,16.3,16.7,119,2990.4,3242,905,10.65,28.08333333,188.2,12.25,0.994,694.42,9.7,15.92
2027.5,14.6,15.8,119,2911.6,3237,905,10.65,28.11666667,188.4,12.25,0.994,697.81,9.7,15.92
2028,13.3,14.8,119,2748.4,3231,904,10.65,28.15,188.7,12.25,0.994,692.59,9.7,15.92
2028.5,14.2,15.8,119,2810.5,3230,904,10.65,28.18333333,189,12.25,0.994,692.09,9.69,15.92
2029,14.7,17.1,119,2869.8,3231,905,10.65,28.23333333,189.2,12.25,0.994,691.58,9.68,15.92
2029.5,14.6,19.8,119,2935.6,3246,905,10.65,28.26666667,189.4,12.25,0.994,692.05,9.64,15.925
2030,15.1,19.8,119,3364.3,3222,904,10.72,28.3,189.7,12.25,0.994,685.49,9.6,15.93
2030.5,14.4,19,119,3370.9,3209,904,10.72,28.33333333,189.9,12.25,0.994,684.69,9.59,15.93
2031,12.2,22.7,119,3538.2,3202,904,10.72,28.36666667,190.2,12.25,0.994,692,9.58,15.93
2031.5,8.7,25.2,119,3628.6,3189,904,10.72,28.43333333,190.7,12.25,0.994,697.11,9.58,15.93
2032,8.1,28.6,119,3940,3184,905,10.71,28.5,191.1,12.25,0.994,696.55,9.58,15.93
2032.5,9.7,29.1,119,4108,3183,905,10.71,28.55,191.5,12.25,0.994,696.23,9.58,15.93
2033,12.3,23.8,119,3727.1,3199,904,10.71,28.58333333,191.8,12.25,0.994,695.62,9.58,15.93
2033.5,12.7,26.5,119,3962.2,3208,904,10.71,28.63333333,192.1,12.25,0.994,694.88,9.58,15.93
2034,10.7,29.1,119,4233.1,3206,904,10.71,28.66666667,192.4,12.25,0.994,693.62,9.58,15.93
2034.5,8.6,26.7,119,3983,3207,904,10.71,28.73333333,192.8,12.25,0.994,694.54,9.58,15.93
2035,8.6,19.4,119,3450,3215,904,10.71,28.8,193.2,12.25,0.994,696.85,9.58,15.93
2035.5,10.9,18.1,119,3286.9,3219,904,10.71,28.83333333,193.6,12.25,0.994,692.79,9.58,15.93
2036,11.7,22.7,119,3744.1,3218,904,10.71,28.88333333,193.9,12.25,0.994,692.93,9.58,15.93
2036.5,13.1,23.3,119,3836.3,3214,904,10.71,28.91666667,194.2,12.25,0.994,692.21,9.58,15.93
2037,13.9,19.4,119,3649.2,3228,904,10.71,28.95,194.4,12.25,0.994,689.13,9.58,15.93
2037.5,12.9,17.4,119,3316.1,3220,904,10.71,29,194.7,12.25,0.994,683.95,9.58,15.93
2038,13.7,16.9,119,3181.8,3213,905,10.71,29.03333333,195,12.25,0.994,673.87,9.58,15.93
2038.5,13.8,18.8,119,3402.6,3160,905,10.71,29.06666667,195.2,12.25,0.994,684.08,9.58,15.935
2039,14.1,19,119,3518.3,3124,906,10.71,29.1,195.5,12.25,0.994,680.63,9.58,15.94
2039.5,14.5,17.4,119,3431.4,3091,906,10.71,29.13333333,195.7,12.25,0.994,675.03,9.58,15.94
2040,14.5,14.6,119,3256.6,3072,906,10.71,29.16666667,195.9,12.25,0.994,666.04,9.58,15.94
2040.5,6.4,6.8,118,2565.4,3024,882,10.71,29.31666667,196.9,12.25,0.994,731.98,9.615,15.94
2041,9.5,6.1,114,2519.4,3075,878,10.69,29.38333333,197.4,12.25,0.994,740.53,9.65,15.94
2041.5,5.3,5.1,98,2007.3,3095,886,10.69,29.51666667,198.2,12.25,0.994,727.83,9.65,15.94
2042,7.7,9.1,113,2306.1,3148,902,10.67,29.6,198.7,12.25,0.994,724.21,9.65,15.94
2042.5,8.8,10.2,118,2403.8,3160,905,10.67,29.65,199.1,12.25,0.994,722.06,9.65,15.945
2043,8.5,9.4,118,2378,3158,905,10.66,29.71666667,199.5,12.25,0.994,721.29,9.65,15.95
2043.5,8.5,9.5,118,2431.2,3152,905,10.66,29.76666667,199.9,12.25,0.994,721,9.65,15.95
2044,8.9,8.5,118,2300,3154,904,10.63,29.83333333,200.3,12.25,0.994,721.66,9.65,15.95
2044.5,8.6,9.3,118,2365.8,3155,905,10.63,29.88333333,200.7,12.25,0.994,719.88,9.645,15.95
2045,9.2,9.9,118,2382.6,3161,905,10.62,29.95,201.1,12.25,0.994,713.47,9.64,15.95
